OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Region,Category,SubCategory,ProductID,ProductName,Sales,Quantity,Discount,Profit,ShippingCost
ORD-101103,2023-08-20,2023-08-28,Second Class,CUST-1930,Robert Anderson,Home Office,Central,Technology,Machines,PROD-8252,Machines PROD-8252,7.13,1,0.0,1.93,0.53
ORD-101104,2024-05-08,2024-05-16,Same Day,CUST-5992,Joseph Walker,Consumer,Central,Furniture,Tables,PROD-8110,Tables PROD-8110,21.74,1,0.15,1.52,2.54
ORD-101105,2025-10-28,2025-11-05,Standard Class,CUST-6027,Charles Brown,Consumer,East,Technology,Copiers,PROD-5864,Copiers PROD-5864,16.04,4,0.1,1.76,2.3
ORD-101106,2022-10-19,2022-10-21,Second Class,CUST-2210,John King,Corporate,West,Technology,Accessories,PROD-8082,Accessories PROD-8082,15.29,10,0.25,-0.15,1.5
ORD-101107,2022-12-31,2023-01-06,Standard Class,CUST-4859,Daniel Jones,Consumer,East,Furniture,Bookcases,PROD-5398,Bookcases PROD-5398,15.23,3,0.15,0.15,1.81
ORD-101108,2025-12-31,2026-01-06,First Class,CUST-6237,Robert Miller,Consumer,East,Office Supplies,Paper,PROD-6748,Paper PROD-6748,19.33,7,0.05,1.16,1.8
ORD-101109,2022-06-13,2022-06-18,Second Class,CUST-9117,Daniel Allen,Consumer,South,Technology,Accessories,PROD-3233,Accessories PROD-3233,38.73,6,0.1,5.42,4.3
ORD-101110,2023-05-05,2023-05-09,First Class,CUST-9109,Joseph Robinson,Corporate,East,Technology,Phones,PROD-3339,Phones PROD-3339,21.83,1,0.05,4.58,3.27
ORD-101111,2023-10-03,2023-10-13,First Class,CUST-6701,Patricia Hall,Consumer,Central,Office Supplies,Paper,PROD-1305,Paper PROD-1305,11.3,4,0.15,1.47,1.02
ORD-101112,2025-09-11,2025-09-21,Standard Class,CUST-7728,Patricia Harris,Consumer,Central,Furniture,Bookcases,PROD-4120,Bookcases PROD-4120,19.35,1,0.2,0.39,1.21
ORD-101113,2021-04-17,2021-04-23,Standard Class,CUST-6902,Michael Anderson,Home Office,West,Office Supplies,Art,PROD-2381,Art PROD-2381,10.98,2,0.05,2.64,1.12
ORD-101114,2022-09-19,2022-09-27,Standard Class,CUST-3675,Linda Clark,Home Office,East,Furniture,Tables,PROD-3391,Tables PROD-3391,17.48,9,0.1,-0.17,2.56
ORD-101115,2024-08-15,2024-08-20,Second Class,CUST-5307,Barbara Thompson,Corporate,Central,Furniture,Furnishings,PROD-4520,Furnishings PROD-4520,37.07,8,0.2,-0.37,3.66
ORD-101116,2024-11-10,2024-11-11,Same Day,CUST-2150,Elizabeth Moore,Corporate,Central,Furniture,Tables,PROD-7969,Tables PROD-7969,21.54,2,0.0,6.25,1.88
ORD-101117,2022-05-13,2022-05-17,Standard Class,CUST-3624,Sandra Williams,Corporate,Central,Office Supplies,Binders,PROD-7833,Binders PROD-7833,12.75,7,0.2,-1.4,1.8
ORD-101118,2022-01-24,2022-02-02,Same Day,CUST-9793,Linda Rodriguez,Consumer,South,Technology,Copiers,PROD-6943,Copiers PROD-6943,13.79,9,0.2,-0.41,1.22
ORD-101119,2025-08-10,2025-08-16,Second Class,CUST-2244,Joseph Jackson,Consumer,West,Office Supplies,Binders,PROD-5741,Binders PROD-5741,9.04,2,0.0,1.81,0.81
ORD-101120,2022-12-29,2023-01-02,Same Day,CUST-6293,Daniel Young,Home Office,West,Technology,Copiers,PROD-6776,Copiers PROD-6776,25.28,6,0.0,4.55,3.54
ORD-101121,2024-04-23,2024-05-02,First Class,CUST-8269,Barbara Harris,Consumer,South,Office Supplies,Binders,PROD-3968,Binders PROD-3968,47.59,2,0.0,12.85,2.79
ORD-101122,2023-01-10,2023-01-16,First Class,CUST-8019,Thomas Allen,Corporate,Central,Office Supplies,Labels,PROD-3155,Labels PROD-3155,25.93,6,0.5,-11.67,1.37
ORD-101123,2025-06-20,2025-06-25,First Class,CUST-5909,Mary Lewis,Corporate,Central,Furniture,Tables,PROD-5499,Tables PROD-5499,45.92,7,0.0,8.27,6.55
ORD-101124,2022-02-02,2022-02-07,First Class,CUST-3808,Patricia Williams,Corporate,East,Furniture,Chairs,PROD-3783,Chairs PROD-3783,35.79,6,0.05,7.87,2.21
ORD-101125,2021-06-29,2021-07-02,First Class,CUST-9205,Anthony Rodriguez,Corporate,West,Furniture,Bookcases,PROD-6833,Bookcases PROD-6833,18.31,4,0.25,-2.93,0.98
ORD-101126,2025-08-27,2025-09-06,Same Day,CUST-3184,Michael Martin,Home Office,West,Furniture,Furnishings,PROD-4487,Furnishings PROD-4487,22.92,5,0.2,-1.15,1.23
ORD-101127,2022-07-07,2022-07-16,Same Day,CUST-5370,Michael Martin,Home Office,West,Office Supplies,Binders,PROD-7125,Binders PROD-7125,10.57,10,0.15,0.42,1.2
ORD-101128,2022-10-13,2022-10-19,Same Day,CUST-9000,Daniel Taylor,Consumer,East,Office Supplies,Paper,PROD-9022,Paper PROD-9022,11.9,7,0.15,0.36,1.12
ORD-101129,2023-11-23,2023-11-27,Same Day,CUST-4903,Ashley Wilson,Consumer,South,Furniture,Bookcases,PROD-3134,Bookcases PROD-3134,11.09,9,0.1,2.22,1.13
ORD-101130,2023-11-16,2023-11-24,Same Day,CUST-3626,Nancy Rodriguez,Home Office,West,Technology,Copiers,PROD-3938,Copiers PROD-3938,15.13,10,0.05,0.76,2.23
ORD-101131,2022-04-19,2022-04-24,Same Day,CUST-5366,Joseph Davis,Home Office,Central,Office Supplies,Labels,PROD-3705,Labels PROD-3705,30.13,5,0.05,6.63,2.05
ORD-101132,2022-03-20,2022-03-22,First Class,CUST-4870,Joseph Johnson,Corporate,West,Office Supplies,Labels,PROD-2251,Labels PROD-2251,19.71,3,0.2,1.38,1.57
ORD-101133,2021-05-05,2021-05-08,Same Day,CUST-3939,Nancy Davis,Home Office,East,Furniture,Furnishings,PROD-6681,Furnishings PROD-6681,20.84,3,0.25,1.04,1.38
ORD-101134,2021-06-17,2021-06-25,First Class,CUST-8537,Mary Robinson,Consumer,West,Furniture,Bookcases,PROD-4010,Bookcases PROD-4010,31.31,6,0.25,1.25,2.11
ORD-101135,2023-04-13,2023-04-23,Same Day,CUST-6399,James Martin,Consumer,West,Office Supplies,Storage,PROD-5333,Storage PROD-5333,40.42,4,0.15,2.83,5.79
ORD-101136,2023-04-19,2023-04-29,Same Day,CUST-8496,Joseph Thompson,Home Office,West,Furniture,Chairs,PROD-3894,Chairs PROD-3894,17.39,7,0.2,-1.04,1.87
ORD-101137,2021-06-11,2021-06-13,Same Day,CUST-5675,Jennifer Lewis,Home Office,East,Technology,Accessories,PROD-2781,Accessories PROD-2781,33.09,8,0.3,-5.96,2.92
ORD-101138,2022-05-25,2022-05-29,Same Day,CUST-1511,Betty Walker,Home Office,South,Furniture,Bookcases,PROD-8649,Bookcases PROD-8649,14.99,6,0.0,1.05,1.02
ORD-101139,2021-09-05,2021-09-11,First Class,CUST-1440,Jessica Rodriguez,Home Office,South,Technology,Phones,PROD-4395,Phones PROD-4395,8.3,1,0.05,0.08,0.74
ORD-101140,2024-08-03,2024-08-05,Second Class,CUST-9906,Richard Martinez,Consumer,East,Technology,Machines,PROD-1477,Machines PROD-1477,31.35,3,0.1,5.96,2.15
ORD-101141,2021-11-14,2021-11-20,Standard Class,CUST-2776,Linda Hall,Consumer,East,Technology,Machines,PROD-6704,Machines PROD-6704,30.11,6,0.0,8.43,4.38
ORD-101142,2024-12-25,2025-01-03,Same Day,CUST-7827,Donald Davis,Consumer,East,Furniture,Furnishings,PROD-8973,Furnishings PROD-8973,13.66,1,0.0,1.78,1.37
ORD-101143,2023-10-04,2023-10-11,Same Day,CUST-2693,David Lewis,Consumer,West,Technology,Phones,PROD-6171,Phones PROD-6171,38.53,9,0.2,0.39,2.23
ORD-101144,2021-08-30,2021-09-01,Same Day,CUST-9709,Mary Harris,Consumer,East,Technology,Phones,PROD-1978,Phones PROD-1978,22.77,8,0.0,3.42,2.77
ORD-101145,2022-01-31,2022-02-02,Standard Class,CUST-6428,Mary Taylor,Corporate,West,Technology,Accessories,PROD-6253,Accessories PROD-6253,21.97,10,0.05,3.52,1.7
ORD-101146,2023-01-10,2023-01-12,Second Class,CUST-5552,Donald Martinez,Corporate,West,Furniture,Bookcases,PROD-7878,Bookcases PROD-7878,8.74,7,0.05,0.35,0.94
ORD-101147,2023-05-09,2023-05-16,Second Class,CUST-2238,David Harris,Corporate,West,Technology,Copiers,PROD-9179,Copiers PROD-9179,11.89,7,0.05,0.12,0.82
ORD-101148,2021-09-21,2021-09-24,Second Class,CUST-6319,Mary Walker,Home Office,South,Furniture,Tables,PROD-3354,Tables PROD-3354,12.35,10,0.3,-0.37,0.82
ORD-101149,2025-10-18,2025-10-27,Second Class,CUST-7231,Betty Williams,Home Office,Central,Furniture,Chairs,PROD-4886,Chairs PROD-4886,26.75,4,0.0,7.49,1.8
ORD-101150,2023-10-10,2023-10-19,Same Day,CUST-3948,Karen White,Corporate,East,Technology,Machines,PROD-5441,Machines PROD-5441,9.0,6,0.05,2.16,1.19
ORD-101151,2022-01-10,2022-01-20,First Class,CUST-4897,William King,Consumer,South,Office Supplies,Art,PROD-7349,Art PROD-7349,13.91,8,0.05,0.28,1.41
ORD-101152,2024-08-28,2024-09-03,Same Day,CUST-4772,Jessica Harris,Corporate,West,Furniture,Furnishings,PROD-1112,Furnishings PROD-1112,18.69,4,0.0,4.11,2.33
ORD-101153,2024-01-14,2024-01-18,First Class,CUST-4417,Lisa Martinez,Consumer,West,Office Supplies,Storage,PROD-4389,Storage PROD-4389,10.46,2,0.1,1.26,0.88
ORD-101154,2024-01-18,2024-01-28,First Class,CUST-2314,Jennifer Williams,Consumer,Central,Furniture,Chairs,PROD-8097,Chairs PROD-8097,18.6,7,0.15,-1.67,1.27
ORD-101155,2022-04-22,2022-05-02,Standard Class,CUST-2705,Jennifer Brown,Home Office,West,Office Supplies,Paper,PROD-6431,Paper PROD-6431,37.67,8,0.05,6.4,4.01
ORD-101156,2021-07-14,2021-07-17,Second Class,CUST-6168,Jessica Jones,Corporate,West,Furniture,Chairs,PROD-7497,Chairs PROD-7497,27.2,4,0.0,2.18,3.2
ORD-101157,2023-02-12,2023-02-19,Same Day,CUST-9036,Richard Young,Corporate,West,Furniture,Furnishings,PROD-8735,Furnishings PROD-8735,16.49,8,0.0,4.29,2.16
ORD-101158,2024-12-23,2024-12-30,Second Class,CUST-4513,Patricia Johnson,Consumer,Central,Furniture,Bookcases,PROD-1732,Bookcases PROD-1732,63.43,1,0.0,15.86,9.14
ORD-101159,2024-08-21,2024-08-23,First Class,CUST-4945,Elizabeth Davis,Consumer,Central,Technology,Machines,PROD-1063,Machines PROD-1063,9.77,4,0.2,0.29,1.13
ORD-101160,2022-03-26,2022-03-28,Same Day,CUST-5694,Michael Davis,Consumer,South,Technology,Machines,PROD-5446,Machines PROD-5446,24.43,1,0.1,-0.98,1.24
ORD-101161,2024-09-20,2024-09-24,Standard Class,CUST-9441,Barbara Walker,Home Office,West,Office Supplies,Art,PROD-1832,Art PROD-1832,47.46,6,0.0,12.34,2.95
ORD-101162,2023-01-20,2023-01-24,Second Class,CUST-5192,James Clark,Consumer,West,Office Supplies,Storage,PROD-5548,Storage PROD-5548,23.76,5,0.2,0.48,3.25
ORD-101163,2024-10-28,2024-11-07,Same Day,CUST-6646,Susan Walker,Corporate,West,Office Supplies,Storage,PROD-5313,Storage PROD-5313,25.79,8,0.1,1.29,3.77
ORD-101164,2021-04-01,2021-04-09,First Class,CUST-4989,Ashley Wright,Consumer,East,Furniture,Chairs,PROD-2905,Chairs PROD-2905,23.72,6,0.0,5.69,2.67
ORD-101165,2025-08-09,2025-08-19,Same Day,CUST-2766,Sandra Young,Home Office,Central,Technology,Machines,PROD-4481,Machines PROD-4481,22.19,2,0.2,-3.33,1.36
ORD-101166,2025-08-11,2025-08-12,Second Class,CUST-2570,Robert Wright,Home Office,Central,Office Supplies,Binders,PROD-5999,Binders PROD-5999,31.99,2,0.05,0.32,2.56
ORD-101167,2021-06-23,2021-07-02,Same Day,CUST-9983,James King,Consumer,East,Furniture,Furnishings,PROD-8881,Furnishings PROD-8881,49.66,2,0.05,10.93,5.93
ORD-101168,2023-09-06,2023-09-08,First Class,CUST-1066,Jessica Smith,Corporate,South,Furniture,Tables,PROD-7733,Tables PROD-7733,16.75,7,0.05,2.85,1.99
ORD-101169,2022-06-03,2022-06-12,First Class,CUST-8371,Jennifer Garcia,Consumer,South,Furniture,Tables,PROD-1771,Tables PROD-1771,9.36,2,0.0,1.68,0.5
ORD-101170,2021-06-09,2021-06-11,First Class,CUST-3113,Mary Wright,Corporate,Central,Technology,Copiers,PROD-3669,Copiers PROD-3669,24.64,4,0.15,-2.22,2.59
ORD-101171,2021-04-08,2021-04-16,Second Class,CUST-6147,Patricia Martin,Corporate,Central,Technology,Phones,PROD-5626,Phones PROD-5626,16.89,9,0.15,-1.18,2.32
ORD-101172,2022-07-30,2022-08-02,Same Day,CUST-8485,Richard Walker,Consumer,South,Technology,Phones,PROD-1331,Phones PROD-1331,17.29,5,0.2,-1.21,1.68
ORD-101173,2022-12-21,2022-12-23,Same Day,CUST-2720,Ashley Hall,Consumer,Central,Office Supplies,Art,PROD-1256,Art PROD-1256,33.1,1,0.2,-3.97,2.8
ORD-101174,2025-08-08,2025-08-10,Standard Class,CUST-5174,Nancy Moore,Home Office,Central,Technology,Copiers,PROD-9928,Copiers PROD-9928,17.26,8,0.05,2.59,2.14
ORD-101175,2021-04-27,2021-05-07,First Class,CUST-6830,Thomas Garcia,Corporate,Central,Technology,Copiers,PROD-7507,Copiers PROD-7507,22.11,10,0.15,1.11,1.74
ORD-101176,2022-10-18,2022-10-25,Same Day,CUST-7987,Anthony Wilson,Corporate,Central,Office Supplies,Paper,PROD-9826,Paper PROD-9826,12.76,2,0.15,1.79,1.1
ORD-101177,2025-12-17,2025-12-19,Second Class,CUST-6800,Jessica Anderson,Home Office,Central,Technology,Copiers,PROD-6416,Copiers PROD-6416,25.17,3,0.05,5.79,3.47
ORD-101178,2022-11-12,2022-11-16,Second Class,CUST-5938,John Jones,Home Office,East,Furniture,Tables,PROD-8173,Tables PROD-8173,32.59,8,0.1,2.28,1.69
ORD-101179,2024-03-12,2024-03-17,First Class,CUST-7586,Jessica Lee,Home Office,East,Furniture,Chairs,PROD-9641,Chairs PROD-9641,52.66,5,0.5,-16.85,6.99
ORD-101180,2023-09-27,2023-09-28,Standard Class,CUST-5411,Karen Rodriguez,Consumer,Central,Technology,Accessories,PROD-5116,Accessories PROD-5116,23.03,10,0.1,1.15,2.3
ORD-101181,2023-03-03,2023-03-11,Second Class,CUST-3990,Linda Rodriguez,Home Office,East,Office Supplies,Binders,PROD-7895,Binders PROD-7895,34.65,8,0.1,3.12,4.18
ORD-101182,2023-05-25,2023-06-04,Same Day,CUST-1846,Jennifer Martin,Home Office,Central,Furniture,Chairs,PROD-2162,Chairs PROD-2162,15.6,3,0.1,1.87,1.48
ORD-101183,2022-08-31,2022-09-05,First Class,CUST-7172,Sandra King,Home Office,West,Technology,Accessories,PROD-4948,Accessories PROD-4948,11.58,7,0.0,2.32,1.38
ORD-101184,2022-04-03,2022-04-05,Second Class,CUST-4912,Donald Brown,Consumer,South,Office Supplies,Art,PROD-2430,Art PROD-2430,7.2,9,0.2,-0.22,0.86
ORD-101185,2025-12-31,2026-01-03,Second Class,CUST-7097,Richard Brown,Home Office,West,Office Supplies,Labels,PROD-1294,Labels PROD-1294,32.25,8,0.4,-9.03,4.17
ORD-101186,2025-05-12,2025-05-13,First Class,CUST-7381,Susan Taylor,Home Office,West,Office Supplies,Paper,PROD-2648,Paper PROD-2648,15.24,5,0.0,4.42,1.85
ORD-101187,2024-06-02,2024-06-08,Standard Class,CUST-7718,Mary Harris,Corporate,Central,Office Supplies,Labels,PROD-1662,Labels PROD-1662,34.31,4,0.05,2.74,2.5
ORD-101188,2022-12-05,2022-12-13,Standard Class,CUST-3483,Sarah Allen,Corporate,West,Office Supplies,Binders,PROD-3938,Binders PROD-3938,14.23,4,0.1,0.71,1.02
ORD-101189,2025-07-20,2025-07-29,Standard Class,CUST-9764,Susan Martinez,Home Office,West,Technology,Phones,PROD-1087,Phones PROD-1087,14.26,6,0.25,0.14,0.95
ORD-101190,2024-05-02,2024-05-04,Same Day,CUST-9508,Robert Jackson,Home Office,East,Office Supplies,Art,PROD-8958,Art PROD-8958,35.91,2,0.1,4.31,4.54
ORD-101191,2021-02-12,2021-02-14,Same Day,CUST-7065,Ashley Young,Home Office,East,Technology,Phones,PROD-2577,Phones PROD-2577,31.52,7,0.2,1.26,4.53
ORD-101192,2021-08-14,2021-08-15,Standard Class,CUST-4815,Linda Wright,Home Office,East,Technology,Machines,PROD-6828,Machines PROD-6828,32.59,3,0.2,2.28,4.69
ORD-101193,2023-11-07,2023-11-15,Second Class,CUST-6392,Mary Williams,Corporate,Central,Office Supplies,Labels,PROD-7687,Labels PROD-7687,20.87,6,0.05,3.97,1.94
ORD-101194,2022-05-12,2022-05-19,Second Class,CUST-6530,James Clark,Consumer,Central,Technology,Copiers,PROD-4044,Copiers PROD-4044,23.18,2,0.05,4.4,3.43
ORD-101195,2023-03-13,2023-03-16,Second Class,CUST-4749,Elizabeth Young,Home Office,South,Furniture,Tables,PROD-2486,Tables PROD-2486,12.51,9,0.1,0.13,0.95
ORD-101196,2022-10-12,2022-10-15,Same Day,CUST-8185,Joseph Wright,Consumer,South,Technology,Machines,PROD-9428,Machines PROD-9428,20.69,3,0.0,3.52,1.86
ORD-101197,2025-08-24,2025-08-31,Same Day,CUST-5905,Daniel Martin,Consumer,Central,Furniture,Tables,PROD-8216,Tables PROD-8216,14.18,8,0.15,-0.99,1.44
ORD-101198,2025-08-08,2025-08-10,Same Day,CUST-2094,Robert Hall,Consumer,South,Furniture,Tables,PROD-2567,Tables PROD-2567,22.74,5,0.1,-0.23,1.62
ORD-101199,2021-06-17,2021-06-20,First Class,CUST-8139,Anthony Martinez,Consumer,Central,Technology,Machines,PROD-7973,Machines PROD-7973,20.52,8,0.2,-1.85,1.71
ORD-101200,2024-05-29,2024-06-03,Standard Class,CUST-2081,Anthony Thomas,Home Office,South,Office Supplies,Paper,PROD-2529,Paper PROD-2529,28.46,6,0.2,-1.42,1.61
ORD-101201,2021-01-01,2021-01-11,Same Day,CUST-9103,Nancy Williams,Home Office,South,Office Supplies,Paper,PROD-5842,Paper PROD-5842,77.53,7,0.15,6.2,5.02
ORD-101202,2021-09-30,2021-10-06,Standard Class,CUST-6577,Karen White,Corporate,West,Furniture,Bookcases,PROD-3312,Bookcases PROD-3312,35.59,4,0.1,4.27,3.9
ORD-101203,2024-02-10,2024-02-20,Second Class,CUST-2582,William Thomas,Home Office,East,Office Supplies,Binders,PROD-6009,Binders PROD-6009,32.06,8,0.2,-0.64,2.81
ORD-101204,2021-09-15,2021-09-24,Second Class,CUST-1402,Linda Johnson,Consumer,Central,Technology,Accessories,PROD-6375,Accessories PROD-6375,22.63,4,0.0,4.07,2.85
ORD-101205,2022-02-05,2022-02-10,Second Class,CUST-5757,David Johnson,Home Office,East,Technology,Machines,PROD-2694,Machines PROD-2694,11.74,10,0.05,2.82,1.45
ORD-101206,2025-07-02,2025-07-08,Standard Class,CUST-9463,Matthew Miller,Corporate,West,Office Supplies,Art,PROD-6846,Art PROD-6846,16.75,9,0.05,3.85,2.15
ORD-101207,2021-08-17,2021-08-19,Standard Class,CUST-6900,Ashley Brown,Corporate,West,Office Supplies,Art,PROD-8562,Art PROD-8562,30.43,8,0.05,1.52,4.11
ORD-101208,2024-08-03,2024-08-06,Same Day,CUST-1571,James Clark,Consumer,Central,Furniture,Bookcases,PROD-4738,Bookcases PROD-4738,22.1,9,0.1,0.88,1.71
ORD-101209,2021-02-02,2021-02-06,Second Class,CUST-5711,Karen Thomas,Consumer,South,Furniture,Furnishings,PROD-8257,Furnishings PROD-8257,23.7,3,0.15,1.66,1.25
ORD-101210,2024-12-13,2024-12-19,Second Class,CUST-6059,Sarah Moore,Corporate,Central,Office Supplies,Paper,PROD-8073,Paper PROD-8073,15.93,10,0.05,0.48,2.13
ORD-101211,2025-04-16,2025-04-18,Standard Class,CUST-1390,Joseph Wilson,Consumer,West,Technology,Machines,PROD-6080,Machines PROD-6080,21.21,3,0.0,2.12,1.63
ORD-101212,2025-03-05,2025-03-08,First Class,CUST-3311,Barbara Rodriguez,Home Office,West,Technology,Accessories,PROD-8769,Accessories PROD-8769,10.51,1,0.25,-1.05,1.15
ORD-101213,2025-10-06,2025-10-09,Standard Class,CUST-9956,Jennifer Moore,Home Office,West,Office Supplies,Art,PROD-7121,Art PROD-7121,24.87,7,0.3,-3.48,2.96
ORD-101214,2025-06-26,2025-07-01,Standard Class,CUST-2746,Charles Davis,Corporate,South,Technology,Phones,PROD-9380,Phones PROD-9380,37.92,10,0.0,4.93,3.49
ORD-101215,2021-07-20,2021-07-25,Standard Class,CUST-4873,Robert Smith,Corporate,East,Technology,Phones,PROD-2325,Phones PROD-2325,17.06,9,0.2,0.85,1.02
ORD-101216,2022-05-31,2022-06-06,Same Day,CUST-3493,Joseph Wilson,Consumer,East,Technology,Machines,PROD-5516,Machines PROD-5516,10.02,6,0.2,-0.3,1.33
ORD-101217,2021-01-17,2021-01-25,First Class,CUST-7790,Nancy Hall,Consumer,West,Furniture,Furnishings,PROD-7705,Furnishings PROD-7705,22.48,7,0.15,2.7,3.29
ORD-101218,2024-10-16,2024-10-23,Second Class,CUST-8861,Linda Clark,Home Office,South,Office Supplies,Binders,PROD-7592,Binders PROD-7592,10.91,4,0.05,1.53,0.75
ORD-101219,2023-11-14,2023-11-22,Standard Class,CUST-9187,Jennifer King,Consumer,East,Furniture,Bookcases,PROD-5779,Bookcases PROD-5779,11.29,5,0.3,-1.69,1.04
ORD-101220,2022-01-03,2022-01-11,Standard Class,CUST-2802,Barbara Jackson,Consumer,South,Technology,Copiers,PROD-4563,Copiers PROD-4563,8.46,2,0.05,0.68,1.09
ORD-101221,2022-01-25,2022-02-01,Standard Class,CUST-4458,Elizabeth Anderson,Corporate,Central,Technology,Copiers,PROD-7897,Copiers PROD-7897,10.76,5,0.0,2.04,0.84
ORD-101222,2021-12-05,2021-12-11,Same Day,CUST-1293,Mary Smith,Home Office,Central,Furniture,Tables,PROD-1841,Tables PROD-1841,10.35,7,0.3,-1.97,0.99
ORD-101223,2021-09-28,2021-10-03,Second Class,CUST-4477,Thomas Rodriguez,Corporate,East,Furniture,Bookcases,PROD-1899,Bookcases PROD-1899,39.37,8,0.15,-2.76,3.43
ORD-101224,2022-08-29,2022-09-04,Second Class,CUST-4299,John Davis,Corporate,South,Technology,Phones,PROD-2013,Phones PROD-2013,20.67,6,0.1,2.48,1.63
ORD-101225,2022-04-19,2022-04-27,Standard Class,CUST-3258,Matthew Martinez,Corporate,South,Office Supplies,Art,PROD-8966,Art PROD-8966,9.29,4,0.05,1.95,1.24
ORD-101226,2021-12-20,2021-12-30,Standard Class,CUST-3419,Lisa Clark,Home Office,West,Furniture,Chairs,PROD-4646,Chairs PROD-4646,3.71,9,0.2,-0.41,0.32
ORD-101227,2022-09-23,2022-09-27,Second Class,CUST-6593,Joseph Martin,Consumer,East,Office Supplies,Binders,PROD-7891,Binders PROD-7891,16.04,8,0.0,4.81,1.77
ORD-101228,2025-04-25,2025-05-01,Same Day,CUST-4549,Michael Miller,Home Office,South,Office Supplies,Art,PROD-4209,Art PROD-4209,4.11,3,0.0,0.86,0.46
ORD-101229,2025-06-21,2025-06-29,Second Class,CUST-4837,Nancy Lewis,Corporate,Central,Technology,Copiers,PROD-5624,Copiers PROD-5624,17.14,2,0.1,2.91,2.44
ORD-101230,2023-04-03,2023-04-05,First Class,CUST-6037,Joseph Anderson,Corporate,West,Furniture,Tables,PROD-4816,Tables PROD-4816,32.87,8,0.15,4.93,3.09
ORD-101231,2024-04-01,2024-04-08,Same Day,CUST-5089,Thomas Moore,Corporate,West,Technology,Accessories,PROD-8864,Accessories PROD-8864,23.98,5,0.15,-1.2,3.34
ORD-101232,2024-06-16,2024-06-25,First Class,CUST-9378,Linda Rodriguez,Home Office,East,Furniture,Furnishings,PROD-9703,Furnishings PROD-9703,43.24,7,0.05,7.35,2.92
ORD-101233,2021-10-08,2021-10-18,Same Day,CUST-5572,Lisa Thomas,Home Office,Central,Technology,Copiers,PROD-6177,Copiers PROD-6177,16.49,4,0.15,-0.49,2.2
ORD-101234,2024-12-03,2024-12-10,Same Day,CUST-9431,David Hall,Consumer,South,Furniture,Tables,PROD-8655,Tables PROD-8655,20.1,6,0.15,2.21,2.41
ORD-101235,2021-09-01,2021-09-08,First Class,CUST-2320,Thomas Jones,Home Office,South,Furniture,Bookcases,PROD-8466,Bookcases PROD-8466,7.62,9,0.15,0.08,0.91
ORD-101236,2025-03-14,2025-03-15,First Class,CUST-2634,Daniel Rodriguez,Home Office,Central,Technology,Phones,PROD-2982,Phones PROD-2982,22.05,3,0.1,2.87,1.45
ORD-101237,2022-07-23,2022-07-29,Same Day,CUST-3689,Joseph Jackson,Home Office,East,Office Supplies,Paper,PROD-8951,Paper PROD-8951,9.37,10,0.2,0.19,1.24
ORD-101238,2025-05-28,2025-05-30,Same Day,CUST-8126,David Wright,Home Office,South,Furniture,Furnishings,PROD-7621,Furnishings PROD-7621,36.18,3,0.2,-4.34,4.87
ORD-101239,2022-10-26,2022-11-01,First Class,CUST-6995,Daniel Walker,Home Office,East,Office Supplies,Paper,PROD-7228,Paper PROD-7228,50.25,7,0.1,-2.01,4.99
ORD-101240,2025-10-09,2025-10-13,Second Class,CUST-9160,Patricia Lee,Corporate,West,Furniture,Furnishings,PROD-5090,Furnishings PROD-5090,15.71,2,0.1,0.31,1.34
ORD-101241,2021-09-05,2021-09-06,First Class,CUST-3251,Christopher Allen,Home Office,West,Office Supplies,Storage,PROD-2348,Storage PROD-2348,11.41,1,0.15,1.26,0.66
ORD-101242,2022-05-20,2022-05-23,Standard Class,CUST-5318,Sandra Clark,Corporate,Central,Technology,Accessories,PROD-1994,Accessories PROD-1994,21.57,10,0.2,1.29,2.53
ORD-101243,2023-07-05,2023-07-10,Standard Class,CUST-7192,Charles Lewis,Home Office,South,Technology,Phones,PROD-3248,Phones PROD-3248,44.78,8,0.1,8.06,6.36
ORD-101244,2023-07-15,2023-07-24,Same Day,CUST-3003,Jessica Miller,Home Office,South,Office Supplies,Storage,PROD-4285,Storage PROD-4285,22.17,7,0.0,1.33,2.06
ORD-101245,2022-04-10,2022-04-12,First Class,CUST-2354,Christopher Anderson,Consumer,West,Technology,Copiers,PROD-6765,Copiers PROD-6765,20.52,9,0.1,0.21,2.28
ORD-101246,2023-12-11,2023-12-20,Standard Class,CUST-1149,Charles Taylor,Consumer,Central,Technology,Machines,PROD-8257,Machines PROD-8257,63.28,7,0.15,5.06,3.42
ORD-101247,2022-06-08,2022-06-16,First Class,CUST-1577,Nancy Miller,Home Office,South,Office Supplies,Storage,PROD-4815,Storage PROD-4815,18.89,2,0.0,3.02,1.62
ORD-101248,2025-02-23,2025-03-04,Second Class,CUST-9626,Richard Jones,Corporate,Central,Technology,Machines,PROD-1707,Machines PROD-1707,17.82,1,0.0,3.03,2.62
ORD-101249,2025-02-11,2025-02-16,First Class,CUST-2928,Karen White,Consumer,West,Office Supplies,Paper,PROD-1065,Paper PROD-1065,17.96,8,0.15,-0.72,0.97
ORD-101250,2025-12-13,2025-12-18,Second Class,CUST-3204,Joseph Brown,Corporate,Central,Office Supplies,Storage,PROD-8670,Storage PROD-8670,16.77,6,0.1,2.01,0.97
